,century,word,count
1691,1800,conflagration,2
2241,1800,spread,2
1690,1800,condoles,2
4565,1900,palm,2
4570,1900,papa,2
1705,1800,crown,2
4136,1900,leagues,2
1727,1800,dew,2
2611,1900,bearing,2
2439,1900,advancing,2
1725,1800,desires,2
1723,1800,denmarks,2
2438,1900,advance,2
1722,1800,denmark,2
2224,1800,song,2
2226,1800,soon,2
1707,1800,dane,2
2228,1800,sorrows,2
1718,1800,deck,2
4025,1900,jacket,2
1715,1800,deathshade,2
1712,1800,deadly,2
2231,1800,sounds,2
4572,1900,paradise,2
4248,1900,lover,2
4574,1900,parents,2
2268,1800,sword,2
4145,1900,least,2
1656,1800,canst,2
1655,1800,cannot,2
4585,1900,passionate,2
2634,1900,behold,2
4232,1900,lord,2
4231,1900,loose,2
1678,1800,cities,2
1648,1800,bulwarks,2
1647,1800,bruce,2
4150,1900,lee,2
1646,1800,brow,2
1645,1800,brothers,2
1641,1800,british,2
2425,1900,accents,2
1658,1800,captain,2
2257,1800,submission,2
1661,1800,ceased,2
1662,1800,censure,2
1664,1800,chains,2
4142,1900,leapt,2
2254,1800,strike,2
2251,1800,stormy,2
1668,1800,cheer,2
1669,1800,cheering,2
1671,1800,chief,2
2248,1800,stone,2
2246,1800,steep,2
4577,1900,particular,2
1676,1800,chime,2
4575,1900,parker,2
4366,1900,mistresses,2
2220,1800,softest,2
4052,1900,keels,2
4043,1900,journeys,2
2174,1800,sent,2
1801,1800,fame,2
2455,1900,ahunting,2
2454,1900,ago,2
1798,1800,faithful,2
2178,1800,shades,2
2180,1800,shattered,2
1805,1800,fathom,2
2184,1800,shines,2
2185,1800,ships,2
1786,1800,everybody,2
2187,1800,shone,2
4512,1900,oil,2
2450,1900,age,2
1803,1800,far,2
4046,1900,joyous,2
4133,1900,leads,2
4492,1900,notion,2
2154,1800,rushed,2
1819,1800,fierce,2
1818,1800,field,2
4296,1900,marcia,2
2157,1800,sail,2
1817,1800,festal,2
2159,1800,save,2
1808,1800,feeble,2
4121,1900,launched,2
1813,1800,fell,2
2162,1800,scene,2
4122,1900,laurels,2
2458,1900,airy,2
4126,1900,laws,2
4275,1900,main,2
4515,1900,oldfashioned,2
2594,1900,barren,2
4264,1900,lyre,2
4531,1900,orleans,2
1751,1800,drifted,2
1749,1800,dreaming,2
1748,1800,dreadful,2
2207,1800,slack,2
1744,1800,down,2
4537,1900,ours,2
2191,1800,shots,2
1741,1800,done,2
2212,1800,slowly,2
4030,1900,jar,2
2214,1800,smiling,2
4027,1900,jacksons,2
1731,1800,die,2
4530,1900,orders,2
1755,1800,duke,2
4267,1900,madam,2
4268,1900,maddens,2
2203,1800,sit,2
4033,1900,jaws,2
2202,1800,singing,2
2201,1800,sing,2
1763,1800,eclipse,2
4524,1900,open,2
1766,1800,elsinore,2
1767,1800,embrace,2
4270,1900,madly,2
4037,1900,jesus,2
4519,1900,ones,2
1773,1800,englands,2
2198,1800,sign,2
1421,1700,slept,2
3458,1900,fight,2
2391,1800,won,2
5289,1900,stirred,2
5217,1900,speed,2
3032,1900,creeps,2
5220,1900,sphere,2
5222,1900,spied,2
3743,1900,grave,2
3278,1900,earths,2
840,1400,said,2
3572,1900,forsaken,2
5230,1900,spot,2
365,600,macistus,2
5604,1900,twas,2
3271,1900,eagle,2
3737,1900,grass,2
5600,1900,turnd,2
376,600,may,2
852,1400,wheeling,2
5613,1900,twilights,2
855,1400,will,2
5203,1900,sounded,2
883,1600,doth,2
3284,1900,eastward,2
880,1600,deserving,2
3752,1900,greet,2
345,600,lift,2
3568,1900,forgot,2
5205,1900,southeast,2
3030,1900,creature,2
3025,1900,crawl,2
5210,1900,spared,2
861,1600,again,2
5615,1900,twisted,2
3569,1900,forlorn,2
354,600,long,2
3046,1900,crowd,2
3732,1900,grant,2
5246,1900,stains,2
5579,1900,trouble,2
5270,1900,stealthily,2
5272,1900,steamer,2
401,600,naught,2
791,1300,thy,2
789,1300,thou,2
788,1300,this,2
5275,1900,steeds,2
5580,1900,troubled,2
785,1300,thee,2
403,600,neath,2
406,600,never,2
5282,1900,stern,2
408,600,nor,2
5287,1900,stir,2
400,600,name,2
3257,1900,dusky,2
381,600,men,2
3582,1900,fountain,2
383,600,mid,2
3581,1900,fount,2
816,1400,cranes,2
387,600,mine,2
3055,1900,curls,2
5588,1900,trust,2
3724,1900,got,2
803,1300,without,2
392,600,mortal,2
5585,1900,trumpet,2
5257,1900,starry,2
5583,1900,trouthe,2
396,600,mount,2
3062,1900,customhouse,2
3755,1900,grey,2
5184,1900,something,2
5181,1900,sombre,2
978,1600,still,2
2968,1900,common,2
3794,1900,hanging,2
3317,1900,enchanted,2
5103,1900,since,2
2973,1900,completed,2
981,1600,syllabes,2
5107,1900,single,2
5090,1900,sighing,2
5108,1900,sings,2
291,600,holy,2
3541,1900,folded,2
5113,1900,sinners,2
5658,1900,use,2
966,1600,scarce,2
281,600,height,2
5089,1900,sigh,2
963,1600,rhyme,2
5072,1900,shows,2
2953,1900,coins,2
1024,1700,again,2
5068,1900,show,2
5069,1900,showd,2
1020,1700,about,2
5071,1900,showers,2
3802,1900,hardly,2
3321,1900,ended,2
5075,1900,shrill,2
3535,1900,foe,2
1011,1600,words,2
5079,1900,shrunken,2
1008,1600,wit,2
2965,1900,commander,2
5118,1900,sits,2
5119,1900,sitting,2
5622,1900,uncommonly,2
335,600,lead,2
332,600,last,2
5162,1900,snows,2
5163,1900,soar,2
5164,1900,soared,2
5629,1900,unhappy,2
3006,1900,count,2
909,1600,greek,2
5157,1900,snake,2
906,1600,free,2
5627,1900,unfinished,2
3009,1900,country,2
3011,1900,courage,2
3013,1900,cow,2
3285,1900,eat,2
3765,1900,ground,2
3767,1900,grow,2
5122,1900,skeleton,2
3554,1900,footsteps,2
2984,1900,conquer,2
304,600,idas,2
5129,1900,slaves,2
5133,1900,sleepless,2
5135,1900,slender,2
5136,1900,slept,2
2990,1900,content,2
2998,1900,corpse,2
3555,1900,force,2
319,600,joint,2
936,1600,measure,2
934,1600,long,2
5151,1900,smiles,2
3293,1900,edward,2
5288,1900,stirrd,2
770,1300,out,2
3325,1900,engine,2
769,1300,now,2
607,600,there,2
3607,1900,front,2
5421,1900,teeth,2
5423,1900,telling,2
599,600,tell,2
3219,1900,dread,2
3655,1900,gibbs,2
3654,1900,giant,2
594,600,swift,2
3213,1900,dragon,2
5429,1900,ten,2
3164,1900,discover,2
3165,1900,discovered,2
3651,1900,ghastly,2
3615,1900,further,2
608,600,these,2
5418,1900,tear,2
611,600,though,2
5409,1900,tangled,2
5399,1900,swore,2
3234,1900,drink,2
634,600,troop,2
5403,1900,taken,2
5405,1900,tales,2
3231,1900,drift,2
5411,1900,task,2
5417,1900,tea,2
623,600,told,2
620,600,time,2
619,600,till,2
3154,1900,dig,2
3604,1900,fro,2
613,600,through,2
3617,1900,fustian,2
3618,1900,future,2
582,600,struck,2
3621,1900,gain,2
3205,1900,doubt,2
5475,1900,thoughtful,2
5478,1900,thread,2
3638,1900,gaze,2
528,600,side,2
5509,1900,tire,2
523,600,should,2
490,600,rode,2
519,600,ships,2
3200,1900,doorstep,2
513,600,sent,2
3628,1900,garden,2
5494,1900,thunder,2
509,600,see,2
3182,1900,distressing,2
5467,1900,thorn,2
5442,1900,thats,2
558,600,speak,2
572,600,still,2
571,600,stern,2
569,600,steep,2
5452,1900,theyre,2
5454,1900,thick,2
5455,1900,thin,2
3175,1900,distant,2
544,600,smote,2
484,600,rite,2
551,600,sons,2
550,600,song,2
485,600,roar,2
548,600,some,2
3179,1900,distracted,2
5397,1900,swooning,2
3145,1900,dew,2
5395,1900,swim,2
3107,1900,debt,2
3103,1900,dearest,2
3693,1900,glistening,2
421,600,other,2
424,600,out,2
5336,1900,stuff,2
720,600,æther,2
425,600,over,2
5327,1900,strive,2
3247,1900,drowse,2
3245,1900,drops,2
715,600,yet,2
710,600,wrath,2
5564,1900,trembling,2
3689,1900,gliding,2
5330,1900,stronger,2
5324,1900,strike,2
5349,1900,sullen,2
5572,1900,tried,2
3079,1900,darent,2
410,600,now,2
3704,1900,glowing,2
412,600,oars,2
4729,1900,pyre,2
3085,1900,darkness,2
5302,1900,story,2
5323,1900,strife,2
3087,1900,dash,2
5306,1900,strand,2
5308,1900,strange,2
744,1300,hast,2
5319,1900,stretched,2
3696,1900,gloomy,2
708,600,would,2
697,600,within,2
3600,1900,friend,2
3134,1900,deserted,2
5551,1900,trampled,2
3131,1900,depart,2
664,600,war,2
3132,1900,departed,2
445,600,poor,2
5379,1900,swamps,2
3672,1900,glade,2
5557,1900,tread,2
3671,1900,glad,2
652,600,vessel,2
3670,1900,gives,2
3140,1900,detached,2
446,600,power,2
3669,1900,given,2
3236,1900,dripping,2
5370,1900,surf,2
3117,1900,deeper,2
5363,1900,sunshine,2
430,600,passed,2
3682,1900,glass,2
690,600,winds,2
689,600,will,2
687,600,wild,2
5362,1900,sunset,2
5561,1900,treetrunks,2
5369,1900,surely,2
3123,1900,delicious,2
682,600,while,2
681,600,which,2
679,600,wheneer,2
677,600,what,2
676,600,well,2
2952,1900,coin,2
5662,1900,vacant,2
5680,1900,view,2
1270,1700,loved,2
2821,1900,cannon,2
3896,1900,homespuns,2
1276,1700,man,2
117,600,curse,2
4856,1900,rights,2
4857,1900,ring,2
3893,1900,home,2
3898,1900,honor,2
4862,1900,rising,2
5790,1900,whole,2
4871,1900,roaring,2
3388,1900,faintly,2
3887,1900,hither,2
2837,1900,caresses,2
5803,1900,william,2
2817,1900,campfires,2
3362,1900,eves,2
1303,1700,myself,2
3910,1900,horizon,2
3909,1900,hopes,2
4826,1900,responded,2
4827,1900,responds,2
5821,1900,wintry,2
3405,1900,fancy,2
3486,1900,fishes,2
3399,1900,faltered,2
2805,1900,butterflies,2
3402,1900,family,2
3903,1900,hoofs,2
3401,1900,familiar,2
105,600,could,2
4841,1900,revere,2
1246,1700,laid,2
4877,1900,rocked,2
4878,1900,rocky,2
172,600,eternal,2
4905,1900,rude,2
3867,1900,hid,2
5762,1900,western,2
1205,1700,great,2
5760,1900,wept,2
4914,1900,rushes,2
3369,1900,expect,2
4881,1900,roll,2
4916,1900,rushy,2
2868,1900,changed,2
3506,1900,fleet,2
182,600,fall,2
4922,1900,sacred,2
5748,1900,wee,2
154,600,down,2
1213,1700,has,2
1214,1700,hath,2
1215,1700,heaven,2
153,600,doth,2
1218,1700,here,2
150,600,divine,2
5773,1900,wherein,2
5774,1900,whether,2
147,600,dismal,2
5775,1900,whey,2
3533,1900,foaming,2
3877,1900,hill,2
3382,1900,fade,2
3383,1900,fades,2
3387,1900,faint,2
2841,1900,carroll,2
1311,1700,night,2
2800,1900,burst,2
1314,1700,nor,2
2756,1900,brigade,2
3442,1900,fence,2
3469,1900,film,2
3435,1900,feels,2
4765,1900,reached,2
3941,1900,hurt,2
3940,1900,hurrying,2
5868,1900,writing,2
3474,1900,fine,2
4772,1900,reason,2
3430,1900,fed,2
2763,1900,briton,2
2765,1900,broader,2
3428,1900,feather,2
3936,1900,hurled,2
2749,1900,breeze,2
2748,1900,breathed,2
2747,1900,breathe,2
3945,1900,hyde,2
4751,1900,rally,2
2740,1900,bread,2
4745,1900,race,2
3463,1900,file,2
12,600,anacreon,2
2735,1900,brass,2
8,600,alas,2
2733,1900,brake,2
5896,1900,yourself,2
4731,1900,quarter,2
1416,1700,since,2
3459,1900,fighting,2
3953,1900,illumined,2
47,600,began,2
4786,1900,reel,2
5829,1900,withered,2
3415,1900,fate,2
3922,1900,housedoor,2
4809,1900,remote,2
1331,1700,others,2
1330,1700,other,2
5841,1900,wood,2
3918,1900,hot,2
3917,1900,host,2
3426,1900,fears,2
1323,1700,once,2
3480,1900,fired,2
3413,1900,fat,2
3915,1900,horses,2
5834,1900,woe,2
3913,1900,horse,2
3418,1900,fathomless,2
5846,1900,wooto,2
67,600,brazen,2
60,600,blood,2
4803,1900,remain,2
58,600,blazing,2
3928,1900,hue,2
5854,1900,worn,2
2779,1900,brows,2
4797,1900,rein,2
56,600,blasts,2
1349,1700,plant,2
2774,1900,brothers,2
4791,1900,refuge,2
4790,1900,refrain,2
1357,1700,poet,2
52,600,birth,2
2871,1900,charger,2
1224,1700,how,2
2896,1900,children,2
3526,1900,flowers,2
4991,1900,seem,2
1137,1700,dream,2
4993,1900,seems,2
5036,1900,shatterd,2
3812,1900,hast,2
5022,1900,shaft,2
3524,1900,flower,2
5696,1900,vows,2
3820,1900,haunted,2
1144,1700,dull,2
3523,1900,flowed,2
4961,1900,scented,2
258,600,grow,2
4997,1900,seized,2
2913,1900,claim,2
2915,1900,clasp,2
4983,1900,second,2
4955,1900,scarlet,2
5708,1900,walked,2
2935,1900,close,2
3337,1900,erect,2
1072,1700,break,2
1128,1700,divine,2
1120,1700,dew,2
4985,1900,secretest,2
5029,1900,shape,2
2909,1900,chubby,2
1067,1700,bow,2
229,600,furies,2
3339,1900,erin,2
5030,1900,shapes,2
3517,1900,float,2
3350,1900,even,2
2901,1900,chivalry,2
4988,1900,seek,2
4989,1900,seeking,2
251,600,great,2
2899,1900,chilly,2
1071,1700,bread,2
252,600,grecian,2
253,600,greece,2
211,600,flight,2
5045,1900,shines,2
5707,1900,walk,2
193,600,father,2
1176,1700,first,2
5051,1900,shoe,2
1046,1700,away,2
2947,1900,coal,2
3856,1900,help,2
194,600,fathers,2
5702,1900,waited,2
5057,1900,shores,2
4929,1900,sage,2
196,600,feed,2
4928,1900,safety,2
2874,1900,charms,2
190,600,fatal,2
240,600,gleam,2
3327,1900,english,2
5058,1900,short,2
1187,1700,found,2
2949,1900,coastline,2
195,600,feasts,2
5008,1900,serene,2
2882,1900,cheeks,2
3854,1900,helmsman,2
208,600,flame,2
3829,1900,health,2
3527,1900,flowery,2
202,600,filled,2
1158,1700,excess,2
1160,1700,eyes,2
2880,1900,check,2
5713,1900,wandering,2
4939,1900,same,2
5739,1900,weakness,2
5740,1900,wealth,2
4937,1900,saith,2
4938,1900,salamanca,2
1172,1700,fields,2
3545,1900,follys,1
3605,1900,frogs,1
3475,1900,finely,1
3542,1900,folds,1
4144,1900,learns,1
4143,1900,learning,1
3522,1900,flow,1
3603,1900,fright,1
3606,1900,frolic,1
3544,1900,folly,1
3626,1900,gambols,1
4134,1900,leaf,1
4132,1900,leading,1
3525,1900,flowerlike,1
3608,1900,frost,1
4162,1900,levies,1
3575,1900,fortitude,1
4135,1900,leafless,1
3462,1900,figures,1
4138,1900,leaning,1
3536,1900,foeman,1
3619,1900,futures,1
3466,1900,fillets,1
3465,1900,filled,1
3620,1900,gabbled,1
3464,1900,fill,1
3528,1900,flowing,1
4137,1900,lean,1
3531,1900,flying,1
4166,1900,liberty,1
3623,1900,gallop,1
3461,1900,figure,1
3460,1900,figtree,1
3624,1900,galloping,1
3534,1900,foamy,1
3467,1900,filling,1
3468,1900,fills,1
3609,1900,frown,1
3539,1900,fohr,1
4109,1900,lascivious,1
3610,1900,fruit,1
3611,1900,fulfilld,1
4141,1900,leaps,1
3613,1900,funeral,1
3614,1900,furbelow,1
3473,1900,finds,1
3472,1900,finding,1
4140,1900,leapd,1
3616,1900,furtive,1
3538,1900,fogwall,1
3477,1900,finish,1
4108,1900,large,1
4164,1900,ley,1
3470,1900,final,1
4165,1900,liberality,1
3602,1900,friendship,1
3596,1900,freight,1
3478,1900,finished,1
3566,1900,forgetting,1
3567,1900,forgive,1
3495,1900,flag,1
3494,1900,fixd,1
3510,1900,flew,1
3511,1900,flicker,1
4119,1900,laughs,1
4155,1900,leopard,1
3587,1900,frame,1
3512,1900,flickering,1
4157,1900,less,1
3514,1900,flight,1
4156,1900,leopards,1
3588,1900,frances,1
3589,1900,francesca,1
3515,1900,flighty,1
4128,1900,lays,1
4117,1900,laughed,1
3493,1900,fix,1
3496,1900,flagleaves,1
4153,1900,legislative,1
4152,1900,lefthand,1
3585,1900,fowl,1
4124,1900,law,1
3576,1900,fortune,1
3508,1900,fleshless,1
3577,1900,fortunes,1
4123,1900,lavyne,1
3507,1900,flesh,1
3578,1900,fortyfourth,1
3579,1900,forward,1
3505,1900,fleece,1
3573,1900,forsakes,1
3502,1900,flecked,1
3571,1900,forsake,1
3501,1900,flashed,1
3500,1900,flared,1
3499,1900,flanks,1
3584,1900,fourteen,1
3509,1900,fleur,1
4116,1900,laugh,1
3590,1900,fraternal,1
3546,1900,fond,1
3482,1900,firing,1
3485,1900,fishers,1
3560,1900,foremast,1
3559,1900,forehead,1
4125,1900,lawn,1
3520,1900,flood,1
3597,1900,french,1
3598,1900,frendly,1
3558,1900,forecastle,1
3557,1900,forces,1
3565,1900,forget,1
3556,1900,forced,1
4130,1900,lead,1
3521,1900,floods,1
3553,1900,footmen,1
3551,1900,foolishness,1
4111,1900,lasted,1
3550,1900,foolish,1
3547,1900,fondly,1
3595,1900,freeman,1
3561,1900,foremost,1
3487,1900,fistss,1
3594,1900,freei,1
3492,1900,five,1
3491,1900,fitting,1
3564,1900,forged,1
3516,1900,flirtations,1
4129,1900,lea,1
3490,1900,fits,1
4115,1900,laudomia,1
3563,1900,forever,1
3489,1900,fitful,1
4148,1900,leaving,1
4114,1900,late,1
3488,1900,fit,1
3518,1900,floating,1
3519,1900,floats,1
4112,1900,lat,1
4158,1900,lessening,1
3562,1900,forethought,1
3625,1900,gallowstree,1
3954,1900,immaculate,1
3627,1900,ganges,1
4008,1900,israfel,1
3858,1900,herdless,1
4003,1900,isall,1
4004,1900,island,1
3857,1900,helped,1
4006,1900,isnt,1
4007,1900,isoude,1
3855,1900,helmsmans,1
3851,1900,heirs,1
4001,1900,irony,1
4009,1900,italian,1
3850,1900,height,1
3849,1900,heedless,1
3848,1900,hed,1
3846,1900,heaving,1
3845,1900,heavily,1
3844,1900,heavens,1
4002,1900,irresistible,1
4000,1900,iron,1
3841,1900,heaved,1
3996,1900,invaders,1
3993,1900,intertwining,1
3873,1900,highhoarse,1
3871,1900,hides,1
3995,1900,introduction,1
3870,1900,hideous,1
3869,1900,hide,1
3866,1900,hes,1
3865,1900,herself,1
3860,1900,hero,1
3864,1900,herro,1
3863,1900,heroic,1
3997,1900,ire,1
3998,1900,ireland,1
3862,1900,herods,1
3861,1900,herod,1
3999,1900,irelands,1
3843,1900,heavenly,1
3840,1900,heather,1
3629,1900,gardens,1
3806,1900,harplike,1
4018,1900,i may,1
3814,1900,hasten,1
4019,1900,i so,1
3810,1900,harsher,1
3809,1900,harsh,1
4020,1900,i stifle,1
3808,1900,harringtons,1
4021,1900,i think,1
4017,1900,i knew,1
3805,1900,harper,1
4022,1900,i turned,1
3804,1900,harmonious,1
3803,1900,hark,1
4023,1900,i would,1
4024,1900,jack,1
3800,1900,harbor,1
3815,1900,hastily,1
3816,1900,hasty,1
4011,1900,itselfthe,1
4014,1900,i could,1
3839,1900,heath,1
3838,1900,heated,1
3836,1900,hearth,1
3835,1900,heartache,1
4012,1900,ittle,1
3833,1900,hears,1
3830,1900,heap,1
3828,1900,heads,1
3817,1900,hat,1
3826,1900,hawthorn,1
3825,1900,hawkins,1
3823,1900,havent,1
4015,1900,i done,1
3822,1900,haven,1
4016,1900,i felt,1
3819,1900,haughtily,1
3874,1900,highlanders,1
3875,1900,highness,1
3876,1900,highstepping,1
3970,1900,incessantly,1
3939,1900,hurriedthe,1
3968,1900,improve,1
3938,1900,hurried,1
3937,1900,hurrah,1
3969,1900,inbreathsthe,1
3935,1900,hunt,1
3934,1900,hung,1
3933,1900,hundreds,1
3966,1900,impetuous,1
3930,1900,hum,1
3929,1900,hues,1
3971,1900,indeed,1
3927,1900,however,1
3972,1900,indian,1
3973,1900,indians,1
3925,1900,hovered,1
3967,1900,implore,1
3965,1900,imperishable,1
3879,1900,hillside,1
3962,1900,impelling,1
3955,1900,immeasured,1
3957,1900,immensity,1
3958,1900,imminent,1
3959,1900,immortal,1
3952,1900,illumed,1
3951,1900,ills,1
3961,1900,impatient,1
3949,1900,idly,1
3942,1900,hurtle,1
3948,1900,icy,1
3947,1900,hypatia,1
3946,1900,hydrogen,1
3963,1900,impended,1
3964,1900,imperious,1
3944,1900,hyd,1
3943,1900,husbands,1
3924,1900,hove,1
3974,1900,indraughts,1
3923,1900,household,1
3890,1900,holiest,1
3985,1900,inspiration,1
3895,1900,homes,1
3987,1900,instead,1
3988,1900,insurgent,1
3894,1900,homely,1
3989,1900,intent,1
3891,1900,hollow,1
3889,1900,holds,1
3975,1900,inept,1
3990,1900,intention,1
3884,1900,himand,1
3991,1900,interior,1
3882,1900,hilltops,1
3992,1900,interlace,1
3881,1900,hilltop,1
3880,1900,hillsmy,1
3984,1900,insipid,1
3899,1900,honors,1
3900,1900,honoured,1
3983,1900,insidious,1
3977,1900,inflated,1
3978,1900,ingeniously,1
3916,1900,hose,1
3979,1900,injure,1
3914,1900,horsegirths,1
3911,1900,horrible,1
3980,1900,inlet,1
3981,1900,inlets,1
3982,1900,innocent,1
3908,1900,hopeno,1
3907,1900,hopeless,1
3905,1900,hooves,1
3904,1900,hooks,1
3902,1900,hoofbeats,1
3901,1900,hooded,1
3798,1900,happily,1
3797,1900,happiest,1
3796,1900,happened,1
3688,1900,glides,1
3692,1900,glimpsed,1
4078,1900,knitting,1
4079,1900,knob,1
3691,1900,glimpse,1
4080,1900,knolls,1
3690,1900,glimmering,1
4081,1900,knot,1
3684,1900,gleamed,1
3695,1900,glood,1
3683,1900,glassy,1
4083,1900,knowest,1
3681,1900,glaring,1
3680,1900,glared,1
3679,1900,glare,1
3678,1900,glancing,1
3677,1900,glance,1
3694,1900,gloaming,1
3697,1900,glorious,1
3722,1900,gorges,1
3709,1900,goddess,1
3720,1900,goose,1
3719,1900,goodly,1
3717,1900,goneand,1
4066,1900,kingdom,1
4067,1900,kings,1
3710,1900,godly,1
4069,1900,kissd,1
3707,1900,goal,1
3699,1900,glorys,1
3706,1900,goad,1
3705,1900,glue,1
4072,1900,knave,1
3703,1900,gloweth,1
3702,1900,glow,1
3701,1900,gloves,1
3700,1900,glossy,1
3676,1900,gladstone,1
3675,1900,gladsome,1
3674,1900,gladness,1
4101,1900,lamely,1
4096,1900,laggard,1
3650,1900,getting,1
3648,1900,gesture,1
4099,1900,lakes,1
3647,1900,george,1
3645,1900,gentlemen,1
4100,1900,lamb,1
3642,1900,gent,1
3673,1900,gladly,1
4102,1900,lament,1
3640,1900,gem,1
4103,1900,lamented,1
3637,1900,gayly,1
3634,1900,gaunt,1
3631,1900,gas,1
3630,1900,gark,1
4095,1900,lafayette,1
3653,1900,ghostly,1
4093,1900,lads,1
3656,1900,giddiness,1
4084,1900,knowing,1
3667,1900,girth,1
3666,1900,girt,1
3665,1900,girlsyoure,1
3664,1900,girls,1
3663,1900,girlish,1
3661,1900,girding,1
3660,1900,gingham,1
3659,1900,gilte,1
3658,1900,gilded,1
4089,1900,labored,1
4090,1900,lace,1
4091,1900,lad,1
3657,1900,gift,1
4092,1900,ladies,1
3721,1900,gore,1
3723,1900,gossiped,1
4026,1900,jackson,1
4039,1900,joan,1
3776,1900,gurgling,1
3775,1900,guns,1
3774,1900,gun,1
3772,1900,guilty,1
3771,1900,guides,1
3770,1900,guide,1
4038,1900,jewels,1
4041,1900,joined,1
3777,1900,gushed,1
3768,1900,growing,1
3766,1900,grounding,1
4042,1900,jonathas,1
3764,1900,groping,1
3763,1900,groans,1
3762,1900,grizzled,1
3761,1900,grips,1
4036,1900,jest,1
4035,1900,jerked,1
4064,1900,kindred,1
3786,1900,halfdivine,1
3795,1900,hansomcabs,1
3793,1900,hang,1
3791,1900,handkerchief,1
4029,1900,january,1
3789,1900,hammock,1
3788,1900,hall,1
3787,1900,halfpenny,1
4031,1900,jasoun,1
3778,1900,haddocks,1
3785,1900,halfacrownexactly,1
3784,1900,halfacrown,1
3782,1900,hairs,1
4032,1900,jaw,1
3780,1900,hailed,1
3779,1900,hadley,1
4034,1900,jeers,1
4045,1900,joybells,1
3760,1900,grinhow,1
3759,1900,grin,1
3730,1900,grand,1
3736,1900,grasping,1
4058,1900,kiddy,1
4059,1900,kill,1
3735,1900,grasped,1
3734,1900,grapeshot,1
3733,1900,grape,1
3731,1900,granite,1
4060,1900,killed,1
3758,1900,grieving,1
3729,1900,grains,1
4061,1900,kind,1
3728,1900,grain,1
4062,1900,kindled,1
4063,1900,kindness,1
3726,1900,gown,1
3725,1900,governors,1
3738,1900,grassbelow,1
3739,1900,grassy,1
4057,1900,kick,1
4056,1900,khan,1
4047,1900,judge,1
3757,1900,grieve,1
4048,1900,june,1
4050,1900,keane,1
3753,1900,greeted,1
3750,1900,greece,1
3749,1900,greatly,1
4051,1900,keel,1
3746,1900,graveyard,1
3745,1900,gravesmell,1
4054,1900,keeping,1
3744,1900,graves,1
3742,1900,grating,1
3741,1900,grateful,1
3740,1900,grate,1
4074,1900,kneeling,1
0,600,about,1
4170,1900,lieutenants,1
5337,1900,sturdy,1
5315,1900,streets,1
5317,1900,strengthens,1
5318,1900,stretch,1
5320,1900,strewn,1
5321,1900,stride,1
5322,1900,strides,1
5325,1900,strings,1
5326,1900,stripped,1
5328,1900,stroke,1
5331,1900,struck,1
5332,1900,struggles,1
5333,1900,stuck,1
5334,1900,studied,1
5335,1900,studious,1
5338,1900,subject,1
5255,1900,staring,1
5339,1900,subtle,1
5340,1900,suburban,1
5344,1900,suet,1
5345,1900,suffer,1
5347,1900,suffertis,1
5348,1900,suit,1
5353,1900,suna,1
5354,1900,sunbeams,1
5355,1900,sunday,1
5356,1900,sung,1
5357,1900,sunk,1
5359,1900,sunlit,1
5360,1900,sunny,1
5364,1900,sup,1
5313,1900,streams,1
5312,1900,streaming,1
5310,1900,strangled,1
5307,1900,stranded,1
5259,1900,start,1
5260,1900,started,1
5261,1900,starvation,1
5263,1900,stately,1
5264,1900,statuelike,1
5266,1900,steadfastly,1
5267,1900,steadily,1
5269,1900,steal,1
5271,1900,stealthy,1
5273,1900,steamers,1
5274,1900,steed,1
5276,1900,steel,1
5277,1900,steep,1
5278,1900,steeper,1
5279,1900,steered,1
5281,1900,stept,1
5283,1900,stews,1
5284,1900,stifling,1
5286,1900,stillraging,1
5291,1900,stirs,1
5292,1900,stole,1
5293,1900,stone,1
5294,1900,stones,1
5296,1900,stooped,1
5297,1900,stoppd,1
5298,1900,stories,1
5300,1900,stormers,1
5304,1900,stouter,1
5305,1900,straining,1
5365,1900,superior,1
5366,1900,supple,1
5367,1900,suppose,1
5424,1900,tempest,1
5426,1900,tempests,1
5427,1900,tempestuous,1
5428,1900,tempestwet,1
5430,1900,tender,1
5431,1900,tenderly,1
5432,1900,tenderness,1
5433,1900,tennessee,1
5434,1900,ternal,1
5435,1900,terrify,1
5437,1900,terrors,1
5438,1900,thales,1
5440,1900,thank,1
5441,1900,thanked,1
5447,1900,thence,1
5453,1900,theyve,1
5461,1900,third,1
5462,1900,thirtytwo,1
5463,1900,thirtytwos,1
5465,1900,thither,1
5466,1900,tho,1
5468,1900,thorns,1
5469,1900,thorntrees,1
5470,1900,thorny,1
5480,1900,threshold,1
5481,1900,thrice,1
5482,1900,thrilled,1
5483,1900,thrilling,1
5484,1900,thriving,1
5485,1900,thro,1
5425,1900,tempestdriven,1
5420,1900,tedious,1
5371,1900,surge,1
5416,1900,tax,1
5372,1900,surges,1
5373,1900,surly,1
5374,1900,surmise,1
5375,1900,surprise,1
5376,1900,surrounded,1
5377,1900,survey,1
5378,1900,suspected,1
5380,1900,swampy,1
5381,1900,swarms,1
5382,1900,swarthy,1
5383,1900,sway,1
5384,1900,sways,1
5387,1900,sweetest,1
5388,1900,sweetness,1
5389,1900,swelled,1
5390,1900,swells,1
5392,1900,swich,1
5394,1900,swiftly,1
5396,1900,swimmer,1
5400,1900,sworn,1
5401,1900,tail,1
5406,1900,talkd,1
5407,1900,talking,1
5408,1900,tall,1
5410,1900,tartan,1
